00000 5.682900e-01 1.571294e-02
00003 5.681037e-01 1.557320e-02
00006 5.686626e-01 1.551110e-02
00009 5.691672e-01 1.561202e-02
00012 6.242091e-01 1.491332e-02
00015 6.946224e-01 1.489780e-02
00018 7.445016e-01 1.551110e-02
00021 7.645853e-01 1.562755e-02
00024 7.674577e-01 1.605453e-02
00027 7.570471e-01 2.544037e-02
00030 6.796392e-01 1.203624e-01
00033 5.423993e-01 2.948739e-01
00036 4.545342e-01 3.997485e-01
00039 4.131169e-01 4.631514e-01
00042 3.134204e-01 5.628557e-01
00045 2.199890e-01 6.498436e-01
00048 1.238015e-01 7.493925e-01
00051 8.514801e-02 7.839858e-01
00054 4.809372e-02 8.124617e-01
00057 2.239716e-02 8.220494e-01
00060 1.440871e-02 8.190838e-01
00063 1.250670e-02 8.145500e-01
00066 8.438720e-03 8.080987e-01
00069 4.541538e-03 8.061656e-01
00072 2.422153e-03 8.008245e-01
00075 2.429917e-03 7.958948e-01
00078 2.406627e-03 7.935270e-01
00081 0.000000e+00 7.884265e-01
00084 0.000000e+00 7.885740e-01
00087 0.000000e+00 7.871533e-01
00090 0.000000e+00 7.848088e-01
00093 0.000000e+00 7.844516e-01
00096 0.000000e+00 7.842731e-01
