5.682900e-01	5.681037e-01	5.686626e-01	5.691672e-01	6.093113e-01	6.705173e-01	7.275699e-01	7.448587e-01	7.574275e-01	7.618604e-01	7.107390e-01	6.113841e-01	4.923104e-01	4.205541e-01	3.246384e-01	2.575634e-01	1.890444e-01	1.332184e-01	9.208841e-02	6.490905e-02	3.992671e-02	3.475635e-02	2.621671e-02	1.584492e-02	1.378764e-02	1.102390e-02	9.455714e-03	7.646862e-03	3.524544e-03	3.532307e-03	3.633230e-03	3.656520e-03	3.664283e-03	1.571294e-02	1.557320e-02	1.551110e-02	1.561202e-02	1.498319e-02	1.581387e-02	1.617874e-02	1.632625e-02	1.565860e-02	1.684639e-02	7.962829e-02	2.029407e-01	3.315711e-01	4.147317e-01	5.218421e-01	5.882029e-01	6.567296e-01	7.037520e-01	7.379106e-01	7.551995e-01	7.732958e-01	7.743205e-01	7.824875e-01	7.873784e-01	7.836831e-01	7.852901e-01	7.829533e-01	7.849951e-01	7.837995e-01	7.832250e-01	7.823788e-01	7.821226e-01	7.818199e-01
5.682900e-01	5.681037e-01	5.686626e-01	5.691672e-01	6.013694e-01	6.641436e-01	7.099394e-01	7.467840e-01	7.521640e-01	7.600904e-01	7.420484e-01	6.574128e-01	5.326641e-01	4.262291e-01	3.436430e-01	2.660254e-01	2.011474e-01	1.479377e-01	1.093540e-01	7.299842e-02	4.611407e-02	2.714054e-02	2.038646e-02	1.360132e-02	9.409134e-03	5.046153e-03	4.844307e-03	5.084969e-03	3.322698e-03	3.563360e-03	3.229538e-03	3.299408e-03	1.855432e-03	1.571294e-02	1.557320e-02	1.551110e-02	1.561202e-02	1.621756e-02	1.589150e-02	1.595361e-02	1.521609e-02	1.585268e-02	1.626414e-02	4.253519e-02	1.432486e-01	2.942140e-01	4.082726e-01	5.042271e-01	5.823105e-01	6.431516e-01	6.886757e-01	7.175397e-01	7.523814e-01	7.723253e-01	7.845914e-01	7.898239e-01	7.953358e-01	7.956774e-01	7.954678e-01	7.923702e-01	7.913920e-01	7.920442e-01	7.895754e-01	7.887370e-01	7.858025e-01	7.840402e-01
5.682900e-01	5.681037e-01	5.686626e-01	5.691672e-01	6.011676e-01	6.680175e-01	7.132854e-01	7.461863e-01	7.559059e-01	7.545862e-01	7.194261e-01	6.262819e-01	5.259877e-01	4.205464e-01	3.416013e-01	2.585105e-01	1.708938e-01	1.273804e-01	8.722858e-02	6.466063e-02	4.789187e-02	3.946868e-02	2.887176e-02	2.179938e-02	1.321316e-02	1.152852e-02	8.989915e-03	7.002508e-03	5.224709e-03	2.429917e-03	2.383337e-03	2.406627e-03	1.785562e-03	1.571294e-02	1.557320e-02	1.551110e-02	1.561202e-02	1.428449e-02	1.527043e-02	1.335290e-02	1.469595e-02	1.466490e-02	1.922196e-02	6.786687e-02	1.758934e-01	2.947186e-01	4.135672e-01	4.954002e-01	5.877448e-01	6.619000e-01	7.034027e-01	7.408839e-01	7.572490e-01	7.741420e-01	7.808029e-01	7.870135e-01	7.923314e-01	7.952970e-01	7.951728e-01	7.915163e-01	7.870291e-01	7.871688e-01	7.865477e-01	7.857869e-01	7.833104e-01	7.830387e-01
5.682900e-01	5.681037e-01	5.686626e-01	5.691672e-01	6.038692e-01	6.677458e-01	7.132776e-01	7.438107e-01	7.550520e-01	7.593761e-01	7.306519e-01	6.512410e-01	5.350164e-01	4.367639e-01	3.402427e-01	2.609482e-01	1.864282e-01	1.352291e-01	8.299757e-02	5.893907e-02	3.236525e-02	2.273874e-02	1.280947e-02	1.016994e-02	4.091265e-03	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.571294e-02	1.557320e-02	1.551110e-02	1.561202e-02	1.509964e-02	1.464161e-02	1.518504e-02	1.450963e-02	1.369448e-02	1.181576e-02	5.460714e-02	1.576263e-01	2.880422e-01	3.964724e-01	5.051432e-01	5.924416e-01	6.687084e-01	7.170894e-01	7.597643e-01	7.692744e-01	7.916482e-01	7.983945e-01	8.050167e-01	8.052185e-01	8.070041e-01	8.049934e-01	8.009021e-01	7.982626e-01	7.941480e-01	7.917957e-01	7.916405e-01	7.907166e-01	7.905924e-01
5.682900e-01	5.681037e-01	5.686626e-01	5.691672e-01	6.030774e-01	6.665192e-01	7.093416e-01	7.352400e-01	7.472887e-01	7.572956e-01	7.515818e-01	6.476000e-01	5.073946e-01	4.199331e-01	3.404833e-01	2.735325e-01	1.919401e-01	1.523783e-01	1.059614e-01	7.692666e-02	5.445963e-02	3.821102e-02	2.912018e-02	2.060383e-02	1.795654e-02	1.350040e-02	1.137325e-02	4.821017e-03	2.561893e-03	2.709396e-03	2.802556e-03	2.763739e-03	2.856899e-03	1.571294e-02	1.557320e-02	1.551110e-02	1.561202e-02	1.531701e-02	1.562755e-02	1.284828e-02	1.198655e-02	1.236696e-02	1.341500e-02	3.594414e-02	1.465092e-01	3.088323e-01	4.095302e-01	5.006871e-01	5.653399e-01	6.364208e-01	6.742048e-01	7.195736e-01	7.451072e-01	7.631646e-01	7.714015e-01	7.767582e-01	7.784584e-01	7.784040e-01	7.778295e-01	7.779305e-01	7.795763e-01	7.777286e-01	7.775423e-01	7.743671e-01	7.738780e-01	7.735985e-01
5.682900e-01	5.681037e-01	5.686626e-01	5.691672e-01	6.042807e-01	6.707424e-01	7.082858e-01	7.442610e-01	7.460077e-01	7.576993e-01	7.245266e-01	6.451468e-01	5.495959e-01	4.568709e-01	3.593171e-01	2.656373e-01	1.888891e-01	1.355241e-01	9.195643e-02	6.797556e-02	3.043218e-02	1.974987e-02	1.873287e-02	1.636506e-02	1.565084e-02	8.601750e-03	7.491596e-03	6.257230e-03	3.912709e-03	3.998106e-03	3.904946e-03	4.184425e-03	4.463904e-03	1.571294e-02	1.557320e-02	1.551110e-02	1.561202e-02	1.572071e-02	1.620203e-02	1.655138e-02	1.662901e-02	1.675323e-02	1.792549e-02	6.105069e-02	1.516175e-01	2.553198e-01	3.723673e-01	4.787790e-01	5.841271e-01	6.603706e-01	7.007476e-01	7.380891e-01	7.587163e-01	7.929447e-01	8.020433e-01	8.012204e-01	8.020045e-01	7.996289e-01	8.026023e-01	7.980141e-01	7.983557e-01	7.895444e-01	7.896531e-01	7.826661e-01	7.798402e-01	7.798868e-01
5.682900e-01	5.681037e-01	5.686626e-01	5.691672e-01	5.996538e-01	6.700981e-01	7.221821e-01	7.484376e-01	7.628929e-01	7.670308e-01	7.190768e-01	6.234561e-01	5.056556e-01	4.138855e-01	3.260746e-01	2.371847e-01	1.770423e-01	1.225982e-01	8.366521e-02	5.246446e-02	3.800141e-02	2.911242e-02	1.539465e-02	1.202537e-02	8.974389e-03	5.698271e-03	3.369277e-03	1.443976e-03	1.568189e-03	1.700165e-03	1.777798e-03	1.770035e-03	1.816615e-03	1.571294e-02	1.557320e-02	1.551110e-02	1.561202e-02	1.568965e-02	1.630296e-02	1.716468e-02	1.634177e-02	1.461832e-02	1.401278e-02	6.363587e-02	1.806678e-01	3.216107e-01	4.201970e-01	5.154684e-01	6.125641e-01	6.715032e-01	7.238900e-01	7.565813e-01	7.805777e-01	7.831707e-01	7.896919e-01	7.948545e-01	7.936900e-01	7.931233e-01	7.942334e-01	7.914852e-01	7.931931e-01	7.921839e-01	7.888845e-01	7.883488e-01	7.877821e-01	7.857403e-01
5.682900e-01	5.681037e-01	5.686626e-01	5.691672e-01	6.000652e-01	6.628238e-01	7.133863e-01	7.383065e-01	7.468384e-01	7.563717e-01	7.307295e-01	6.373524e-01	5.526780e-01	4.347843e-01	3.367802e-01	2.605445e-01	1.901002e-01	1.243916e-01	8.739937e-02	6.084884e-02	4.231005e-02	3.279223e-02	1.943157e-02	1.752956e-02	1.720350e-02	1.145865e-02	7.848709e-03	7.988448e-03	4.626934e-03	2.204781e-03	2.220307e-03	2.173727e-03	2.204781e-03	1.571294e-02	1.557320e-02	1.551110e-02	1.561202e-02	1.506859e-02	1.519280e-02	1.627967e-02	1.443200e-02	1.489003e-02	1.697060e-02	5.487109e-02	1.591790e-01	2.591316e-01	3.961075e-01	5.020844e-01	5.842902e-01	6.470255e-01	7.085808e-01	7.421261e-01	7.595702e-01	7.651676e-01	7.647484e-01	7.731405e-01	7.743283e-01	7.728300e-01	7.732414e-01	7.760906e-01	7.742662e-01	7.721701e-01	7.727834e-01	7.723253e-01	7.727368e-01	7.700817e-01
5.682900e-01	5.681037e-01	5.686626e-01	5.691672e-01	6.020837e-01	6.621407e-01	7.165848e-01	7.350770e-01	7.533984e-01	7.564649e-01	7.351158e-01	6.422821e-01	5.423605e-01	4.422759e-01	3.454907e-01	2.402590e-01	1.829813e-01	1.234755e-01	9.171577e-02	6.514972e-02	4.987152e-02	2.640302e-02	2.305704e-02	1.465713e-02	1.374883e-02	9.075312e-03	7.903052e-03	5.387739e-03	5.465372e-03	4.316402e-03	4.347455e-03	2.088331e-03	1.614769e-03	1.571294e-02	1.557320e-02	1.551110e-02	1.561202e-02	1.349264e-02	1.254551e-02	1.319763e-02	1.416028e-02	1.544899e-02	1.624085e-02	4.147161e-02	1.568810e-01	2.771580e-01	3.913874e-01	4.972401e-01	6.009192e-01	6.553478e-01	7.055298e-01	7.361794e-01	7.569229e-01	7.678925e-01	7.833725e-01	7.849795e-01	7.832095e-01	7.798790e-01	7.804302e-01	7.803604e-01	7.800343e-01	7.797393e-01	7.784972e-01	7.773870e-01	7.805622e-01	7.794521e-01
5.682900e-01	5.681037e-01	5.686626e-01	5.691672e-01	6.032404e-01	6.629791e-01	7.137279e-01	7.393934e-01	7.504095e-01	7.548657e-01	7.220268e-01	6.484229e-01	5.431291e-01	4.392637e-01	3.478507e-01	2.617323e-01	1.748065e-01	1.240733e-01	8.044344e-02	5.413358e-02	4.817135e-02	3.866906e-02	3.170537e-02	2.688435e-02	2.492023e-02	1.784785e-02	1.560426e-02	1.329079e-02	1.083758e-02	1.093074e-02	1.081429e-02	1.093074e-02	7.740022e-03	1.571294e-02	1.557320e-02	1.551110e-02	1.561202e-02	1.527043e-02	1.581387e-02	1.489780e-02	1.570518e-02	1.543346e-02	1.267749e-02	5.900117e-02	1.469362e-01	2.725854e-01	3.920007e-01	4.992897e-01	5.793216e-01	6.555108e-01	7.077191e-01	7.510306e-01	7.730318e-01	7.742118e-01	7.802594e-01	7.816957e-01	7.840169e-01	7.838306e-01	7.855773e-01	7.843895e-01	7.867573e-01	7.807641e-01	7.777519e-01	7.770610e-01	7.765408e-01	7.765486e-01
